user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Brown_P.bin.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016082275.1, s__Variovorax sp016082275, 95.0, 88.9, 0.823; GCF_014302995.1, s__Variovorax sp014302995, 95.0, 88.79, 0.839; GCF_900115685.1, s__Variovorax sp900115685, 95.0, 88.78, 0.858; GCF_900100965.1, s__Variovorax sp900100965, 95.0, 88.67, 0.827; GCF_900112425.1, s__Variovorax sp900112425, 95.0, 88.57, 0.873; GCF_003096925.1, s__Variovorax sp003096925, 95.0, 88.51, 0.877; GCA_001899795.1, s__Variovorax sp001899795, 95.0, 88.51, 0.858; GCF_016405905.1, s__Variovorax sp016405905, 95.0, 88.35, 0.827; GCF_900106655.1, s__Variovorax sp900106655, 95.0, 88.35, 0.852; GCF_004216615.1, s__Variovorax sp004216615, 95.0, 88.32, 0.813; GCF_003019815.1, s__Variovorax sp003019815, 95.0, 88.25, 0.843; GCF_017161115.1, s__Variovorax sp017161115, 95.0, 88.22, 0.836; GCF_000834655.1, s__Variovorax paradoxus_F, 95.0, 88.18, 0.816; GCF_003053685.1, s__Variovorax sp003053685, 95.0, 88.17, 0.843; GCF_003852515.1, s__Variovorax sp003852515, 95.0, 88.13, 0.823; GCF_003952185.1, s__Variovorax sp003952185, 95.0, 87.92, 0.84; GCF_013376015.1, s__Variovorax sp013376015, 95.0, 87.9, 0.821; GCF_000282635.1, s__Variovorax sp000282635, 95.0, 87.78, 0.776; GCF_003952165.1, s__Variovorax guangxiensis, 95.0, 87.71, 0.818; GCF_000184745.1, s__Variovorax paradoxus_C, 95.0, 87.69, 0.814; GCF_001591345.1, s__Variovorax boronicumulans, 95.0, 87.68, 0.773; GCF_003965815.1, s__Variovorax gossypii, 95.0, 87.57, 0.707; GCF_001425205.1, s__Variovorax sp001425205, 95.0, 87.52, 0.77; GCF_009498455.1, s__Variovorax paradoxus_H, 95.0, 87.52, 0.782; GCF_001591365.1, s__Variovorax paradoxus, 95.0, 87.52, 0.777; GCF_013376045.1, s__Variovorax sp013376045, 95.0, 87.46, 0.851; GCF_000382045.1, s__Variovorax paradoxus_A, 95.0, 87.35, 0.845; GCF_001426505.1, s__Variovorax sp001426505, 95.0, 87.33, 0.754; GCF_007828835.1, s__Variovorax beijingensis_A, 95.0, 87.28, 0.795; GCF_002754375.1, s__Variovorax sp002754375, 95.0, 87.27, 0.792; GCF_003951285.1, s__Variovorax beijingensis, 95.0, 87.25, 0.78; GCF_000463015.1, s__Variovorax paradoxus_E, 95.0, 87.07, 0.81; GCF_018614875.1, s__Variovorax paradoxus_I, 95.0, 86.73, 0.688; GCF_016806145.1, s__Variovorax sp900115375, 95.0, 86.55, 0.854; GCF_001424835.1, s__Variovorax sp001424835, 95.0, 86.55, 0.716; GCF_003984625.1, s__Variovorax sp003984625, 95.0, 86.55, 0.687; GCF_900099805.1, s__Variovorax sp900099805, 95.0, 86.47, 0.735; GCF_009755665.1, s__Variovorax paradoxus_G, 95.0, 86.19, 0.7; GCF_014170375.1, s__Variovorax sp014170375, 95.0, 83.96, 0.695; GCF_018614955.1, s__Variovorax paradoxus_J, 95.0, 83.79, 0.646; GCF_900101545.1, s__Variovorax sp900101545, 95.0, 83.78, 0.685; GCF_018614915.1, s__Variovorax paradoxus_K, 95.0, 83.58, 0.647; GCF_003984645.1, s__Variovorax sp003984645, 95.0, 83.53, 0.627; GCF_010499245.1, s__Variovorax sp003014875, 95.0, 83.36, 0.726; GCF_901827185.1, s__Variovorax sp901827185, 95.0, 83.32, 0.653; GCF_001984055.1, s__Variovorax sp001984055, 95.0, 83.06, 0.665; GCF_900114785.1, s__Variovorax sp900114785, 95.0, 82.94, 0.612; GCF_002157355.1, s__Variovorax sp002157355, 95.0, 82.91, 0.698; GCF_901827175.1, s__Variovorax sp901827175, 95.0, 82.88, 0.625; GCF_004217005.1, s__Variovorax sp004217005, 95.0, 82.76, 0.633; GCF_001577265.1, s__Variovorax sp001577265, 95.0, 82.73, 0.559; GCA_004210915.1, s__Variovorax sp004210915, 95.0, 82.71, 0.54; GCF_001591385.1, s__Variovorax soli, 95.0, 82.71, 0.606; GCF_009765735.1, s__Variovorax sp009765735, 95.0, 82.56, 0.659; GCF_900090195.1, s__Variovorax sp900090195, 95.0, 82.55, 0.63; GCA_018241225.1, s__Variovorax sp018241225, 95.0, 82.5, 0.619; GCA_019207085.1, s__Variovorax sp019207085, 95.0, 82.41, 0.653; GCF_006438845.1, s__Variovorax ginsengisoli, 95.0, 82.4, 0.553; GCF_001541225.1, s__Variovorax sp001541225, 95.0, 82.4, 0.621; GCA_017744285.1, s__Variovorax sp017744285, 95.0, 82.23, 0.458; GCA_004211245.1, s__Variovorax sp004211245, 95.0, 82.2, 0.452; GCF_901827205.1, s__Variovorax sp901827205, 95.0, 82.19, 0.584; GCF_901827155.1, s__Variovorax sp901827155, 95.0, 82.13, 0.586; GCF_004340105.1, s__Variovorax sp004340105, 95.0, 82.06, 0.587; GCF_900107745.1, s__Variovorax sp900107745, 95.0, 82.05, 0.654; GCA_018241905.1, s__Variovorax sp018241905, 95.0, 82.02, 0.502; GCF_014192585.1, s__Variovorax sp014192585, 95.0, 81.73, 0.613; GCF_014303735.1, s__Variovorax sp014303735, 95.0, 81.71, 0.564; GCA_017744935.1, s__Variovorax sp017744935, 95.0, 81.59, 0.548; GCA_018820395.1, s__Variovorax sp018820395, 95.0, 81.25, 0.507; GCA_902506565.1, s__Variovorax sp902506565, 95.0, 81.19, 0.495; GCF_000620225.1, s__Variovorax sp000620225, 95.0, 80.94, 0.553	45.35	11	0.99179	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_P.bin.6	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JACMPA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JACMPA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.7	11	0.90669	N/A
Brown_P.bin.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidisarcina;s__	N/A	N/A	N/A	N/A	N/A	GCF_003330725.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidisarcina;s__Acidisarcina polymorpha	77.76	0.244	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidisarcina;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	53.91	11	0.96459	N/A
Brown_Q.bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	ANI	classification based on placement in class-level tree	GCA_003134045.1, s__Bog-1198 sp003134045, 95.0, 78.78, 0.307; GCA_003164785.1, s__Bog-1198 sp003164785, 95.0, 78.23, 0.314; GCA_003137095.1, s__Bog-1198 sp003137095, 95.0, 78.04, 0.286; GCA_003165495.1, s__Bog-1198 sp003165495, 95.0, 77.19, 0.212	96.09	11	0.96818	N/A
Brown_Q.bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	N/A	N/A	N/A	N/A	N/A	GCF_900129455.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__Jatrophihabitans endophyticus	80.07	0.543	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	75.04	11	0.92294	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_Q.bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.69	11	0.96557	N/A
Brown_Q.bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.45	11	0.93125	N/A
Brown_R.bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__	ANI	classification based on placement in class-level tree	GCF_000687875.1, s__Acidocella facilis, 95.0, 77.66, 0.267; GCA_002255575.1, s__Acidocella sp002255575, 95.0, 77.49, 0.2; GCA_013044125.1, s__Acidocella sp013044125, 95.0, 77.43, 0.202; GCA_003164135.1, s__Acidocella sp003164135, 95.0, 77.38, 0.248; GCF_014201825.1, s__Acidocella aromatica, 95.0, 77.29, 0.218; GCA_003137135.1, s__Acidocella sp003137135, 95.0, 77.14, 0.279	57.9	11	0.94492	N/A
Brown_R.bin.3	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Nyctobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014305025.1	95.0	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Nyctobacter;s__Nyctobacter psychrophilus	77.26	0.235	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Nyctobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.42	11	0.91316	N/A
Brown_R.bin.4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903970275.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__JABDGH01 sp903970275	80.38	0.599	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_903970335.1, s__JABDGH01 sp903970335, 95.0, 77.56, 0.059; GCA_903863295.1, s__JABDGH01 sp903863295, 95.0, 77.18, 0.219	39.81	11	0.93982	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_R.bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	N/A	N/A	N/A	N/A	N/A	GCA_903643085.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__BOG-908 sp903643085	78.73	0.409	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003133065.1, s__BOG-908 sp003133065, 95.0, 78.13, 0.429	67.69	11	0.95726	N/A
Brown_R.bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BOG-932;f__BOG-932;g__BOG-932;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BOG-932;f__BOG-932;g__BOG-932;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	42.73	11	0.91782	N/A
Brown_S.bin.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	ANI	classification based on placement in class-level tree	GCF_002257585.1, s__Mucilaginibacter xinganensis, 95.0, 77.16, 0.21; GCF_007830615.1, s__Mucilaginibacter frigoritolerans, 95.0, 77.13, 0.247; GCF_900142915.1, s__Mucilaginibacter sp900142915, 95.0, 77.12, 0.281; GCF_014200495.1, s__Mucilaginibacter sp014200495, 95.0, 77.09, 0.21; GCA_002413785.1, s__Mucilaginibacter sp002413785, 95.0, 77.01, 0.22; GCA_903864275.1, s__Mucilaginibacter sp903864275, 95.0, 77.01, 0.226; GCF_900105165.1, s__Mucilaginibacter mallensis, 95.0, 76.94, 0.202; GCF_002355435.1, s__Mucilaginibacter gotjawali, 95.0, 76.8, 0.042; GCA_903913935.1, s__Mucilaginibacter sp903913935, 95.0, 76.52, 0.055	54.41	11	0.96198	N/A
Brown_S.bin.4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903970275.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__JABDGH01 sp903970275	83.55	0.682	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_903863295.1, s__JABDGH01 sp903863295, 95.0, 77.17, 0.226	68.17	11	0.97452	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_S.bin.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	N/A	N/A	N/A	N/A	N/A	GCA_003164785.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003164785	78.68	0.407	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003134045.1, s__Bog-1198 sp003134045, 95.0, 79.46, 0.429; GCA_003137095.1, s__Bog-1198 sp003137095, 95.0, 78.14, 0.317; GCA_003132425.1, s__Bog-1198 sp003132425, 95.0, 77.2, 0.241; GCA_003165495.1, s__Bog-1198 sp003165495, 95.0, 77.17, 0.173	69.8	11	0.98346	N/A
Brown_T.bin.10	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019240115.1, s__Palsa-465 sp019240115, 95.0, 79.43, 0.524; GCA_017882405.1, s__Palsa-465 sp017882405, 95.0, 79.1, 0.395; GCA_017882465.1, s__Palsa-465 sp017882465, 95.0, 77.99, 0.304; GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.93, 0.262; GCA_019240655.1, s__Palsa-465 sp019240655, 95.0, 77.83, 0.335; GCA_019240015.1, s__Palsa-465 sp019240015, 95.0, 77.74, 0.258; GCA_019241635.1, s__Palsa-465 sp019241635, 95.0, 77.67, 0.31; GCA_017354065.1, s__Palsa-465 sp017354065, 95.0, 77.57, 0.209; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 77.38, 0.284; GCA_019239445.1, s__Palsa-465 sp019239445, 95.0, 77.36, 0.251; GCA_019239375.1, s__Palsa-465 sp019239375, 95.0, 77.26, 0.26; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 77.21, 0.234; GCA_019240305.1, s__Palsa-465 sp019240305, 95.0, 77.16, 0.205; GCA_019244745.1, s__Palsa-465 sp019244745, 95.0, 77.15, 0.25; GCA_019244395.1, s__Palsa-465 sp019244395, 95.0, 77.12, 0.283; GCA_019247075.1, s__Palsa-465 sp019247075, 95.0, 76.95, 0.149; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.92, 0.245	80.02	11	0.9203	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_T.bin.12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__	ANI	classification based on placement in class-level tree	GCA_903832055.1, s__CAIVDV01 sp903832055, 95.0, 78.3, 0.244; GCA_903832475.1, s__CAIVDV01 sp903832475, 95.0, 77.77, 0.206; GCA_903904755.1, s__CAIVDV01 sp903904755, 95.0, 77.49, 0.12	48.55	11	0.9495	N/A
Brown_T.bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	49.11	11	0.90156	N/A
Brown_T.bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	ANI	classification based on placement in class-level tree	GCF_000265425.1, s__Terriglobus roseus, 95.0, 78.27, 0.377; GCF_900105625.1, s__Terriglobus roseus_B, 95.0, 78.02, 0.379; GCF_900102185.1, s__Terriglobus roseus_A, 95.0, 77.64, 0.25; GCF_000800015.1, s__Terriglobus sp000800015, 95.0, 77.5, 0.244	68.57	11	0.95543	N/A
Brown_T.bin.6	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__	N/A	N/A	N/A	N/A	N/A	GCA_903970385.1	95.0	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__Palsa-1515 sp903970385	78.36	0.363	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	54.69	11	0.9339	N/A
Brown_T.bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__	N/A	N/A	N/A	N/A	N/A	GCF_007827045.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__Trebonia kvetii	80.03	0.513	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017354375.1, s__Trebonia sp017354375, 95.0, 78.65, 0.289; GCA_009784565.1, s__Trebonia sp009784565, 95.0, 78.19, 0.316	47.26	11	0.96552	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_U.bin.1	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__	N/A	N/A	N/A	N/A	N/A	GCA_003134035.1	95.0	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__Velthaea versatilis	77.95	0.351	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	46.39	11	0.93767	N/A
Brown_V.bin.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	ANI	classification based on placement in class-level tree	GCA_003134045.1, s__Bog-1198 sp003134045, 95.0, 78.3, 0.257; GCA_003164785.1, s__Bog-1198 sp003164785, 95.0, 78.0, 0.247; GCA_003137095.1, s__Bog-1198 sp003137095, 95.0, 77.8, 0.25; GCA_003165495.1, s__Bog-1198 sp003165495, 95.0, 77.68, 0.241	77.14	11	0.95712	N/A
Brown_V.bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003168295.1, s__Palsa-504 sp003168295, 95.0, 82.08, 0.563; GCA_003161205.1, s__Palsa-504 sp003161205, 95.0, 81.92, 0.493; GCA_003140115.1, s__Palsa-504 sp003140115, 95.0, 80.42, 0.468; GCA_019246795.1, s__Palsa-504 sp019246795, 95.0, 79.49, 0.406	47.52	11	0.94916	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_W.bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__Palsa-504 sp003161205	GCA_003161205.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__Palsa-504 sp003161205	98.24	0.825	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brown_W.bin.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	ANI	classification based on placement in class-level tree	GCA_003134045.1, s__Bog-1198 sp003134045, 95.0, 77.74, 0.094; GCA_003137095.1, s__Bog-1198 sp003137095, 95.0, 77.5, 0.205	40.59	11	0.94811	N/A
Brown_W.bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_003165455.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003165455	77.25	0.231	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003164855.1, s__Sulfotelmatobacter sp003164855, 95.0, 78.23, 0.339; GCA_003138975.1, s__Sulfotelmatobacter sp003138975, 95.0, 78.23, 0.336; GCA_003168355.1, s__Sulfotelmatobacter sp003168355, 95.0, 78.21, 0.319; GCA_003140075.1, s__Sulfotelmatobacter sp003140075, 95.0, 78.19, 0.323; GCA_003134995.1, s__Sulfotelmatobacter sp003134995, 95.0, 78.03, 0.278; GCA_003131635.1, s__Sulfotelmatobacter sp003131635, 95.0, 78.03, 0.361; GCA_003165855.1, s__Sulfotelmatobacter sp003165855, 95.0, 77.98, 0.296; GCA_013289765.1, s__Sulfotelmatobacter sp013289765, 95.0, 77.86, 0.254; GCA_003131585.1, s__Sulfotelmatobacter sp003131585, 95.0, 77.85, 0.349; GCA_013289685.1, s__Sulfotelmatobacter sp013289685, 95.0, 77.56, 0.209; GCA_003156805.1, s__Sulfotelmatobacter sp003156805, 95.0, 77.5, 0.26; GCA_003134655.1, s__Sulfotelmatobacter sp003134655, 95.0, 77.34, 0.213	86.4	11	0.97367	N/A
Brown_W.bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	N/A	N/A	N/A	N/A	N/A	GCA_003161195.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003161195	78.62	0.354	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013289855.1, s__Acidoferrum sp013289855, 95.0, 79.35, 0.399	49.21	11	0.9738	N/A
Brown_W.bin.6	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__	N/A	N/A	N/A	N/A	N/A	GCA_903970385.1	95.0	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__Palsa-1515 sp903970385	77.71	0.284	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	35.05	11	0.93317	N/A
Brown_X.bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.73	11	0.90147	N/A
